H_US_H_0,H_EA_H_0,B_CB_USUS_S_0,B_CB_EAEA_S_0,B_US_S_0,B_USUS_D_0,B_USUS_S_0,B_USEA_D_0,B_USEA_S_0,B_EA_S_0,B_EAUS_D_0,B_EAUS_S_0,B_EAEA_D_0,B_EAEA_S_0,H_US_S_0,H_EA_S_0,XR_US_0,XR_EA_0,V_P_US_0,V_P_EA_0,N_V_P_US_0,N_V_P_EA_0,V_R_US_0,V_R_EA_0,OMEGA_US_0,OMEGA_EA_0,B_US_BANK_0,B_EA_BANK_0,L_S_US_0,L_S_EA_0,L_H_US_0,L_H_EA_0,L_F_US_0,L_F_EA_0,K_US_0,K_EA_0,LABF_US_0,LABF_EA_0,N_D_US_0,N_D_EA_0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.45312,17.45312,17.45309,17.45309,153.3906,70.15738,70.15738,25.05621,25.05621,153.3906,25.05621,25.05621,70.15738,70.15738,17.45309,17.45309,1,1,53.16584,53.16584,53.16583,53.16583,100.2248,100.2248,0.4,0.4,40.72395,40.72395,9.50E-06,9.50E-06,9.50E-06,9.50E-06,0,0,0,0,49.83239,49.83239,48.15625,48.15625
